Step,A_Role-Conforming,A_Norm-Breaking,B_Role-Conforming,B_Norm-Breaking
1344,238,262,249,251
1345,252,248,267,233
1346,243,257,247,253
1347,274,226,241,259
1348,241,259,255,245
1349,276,224,247,253
1350,235,265,240,260
1351,260,240,243,257
1352,244,256,254,246
1353,246,254,243,257
1354,267,233,263,237
1355,248,252,246,254
1356,247,253,260,240
1357,244,256,220,280
1358,274,226,254,246
1359,244,256,258,242
1360,247,253,279,221
1361,228,272,228,272
1362,250,250,242,258
1363,247,253,259,241
1364,267,233,280,220
1365,244,256,232,268
1366,251,249,265,235
1367,239,261,260,240
1368,231,269,259,241
1369,254,246,254,246
1370,238,262,263,237
1371,256,244,268,232
1372,279,221,241,259
1373,260,240,239,261
1374,245,255,246,254
1375,265,235,259,241
1376,246,254,245,255
1377,252,248,235,265
1378,247,253,254,246
1379,242,258,243,257
1380,281,219,257,243
1381,265,235,262,238
1382,246,254,232,268
1383,263,237,247,253
1384,246,254,246,254
1385,236,264,239,261
1386,247,253,255,245
1387,255,245,254,246
1388,243,257,269,231
1389,255,245,254,246
1390,251,249,250,250
1391,240,260,259,241
1392,253,247,236,264
1393,254,246,257,243
1394,253,247,251,249
1395,250,250,247,253
1396,261,239,251,249
1397,258,242,258,242
1398,251,249,229,271
1399,225,275,249,251
1400,241,259,258,242
1401,234,266,249,251
1402,245,255,257,243
1403,277,223,241,259
1404,255,245,246,254
1405,221,279,238,262
1406,242,258,256,244
1407,260,240,246,254
1408,254,246,263,237
1409,235,265,262,238
1410,266,234,274,226
1411,256,244,236,264
1412,251,249,262,238
1413,258,242,267,233
1414,232,268,225,275
1415,251,249,249,251
1416,259,241,242,258
1417,252,248,256,244
1418,246,254,254,246
1419,246,254,259,241
1420,245,255,255,245
1421,241,259,261,239
1422,262,238,260,240
1423,239,261,249,251
1424,263,237,261,239
1425,251,249,261,239
1426,242,258,243,257
1427,269,231,254,246
1428,233,267,245,255
1429,251,249,231,269
1430,266,234,246,254
1431,255,245,247,253
1432,256,244,240,260
1433,269,231,236,264
1434,236,264,249,251
1435,255,245,232,268
1436,245,255,245,255
1437,248,252,270,230
1438,263,237,265,235
1439,249,251,239,261
1440,276,224,253,247
1441,215,285,255,245
1442,245,255,248,252
1443,245,255,256,244
1444,248,252,280,220
1445,249,251,265,235
1446,254,246,251,249
1447,251,249,257,243
1448,256,244,234,266
1449,243,257,255,245
1450,262,238,242,258
1451,224,276,242,258
1452,252,248,244,256
1453,254,246,248,252
1454,237,263,259,241
1455,258,242,259,241
1456,240,260,229,271
1457,262,238,238,262
1458,263,237,242,258
1459,238,262,247,253
1460,235,265,256,244
1461,245,255,254,246
1462,243,257,243,257
1463,264,236,248,252
1464,273,227,248,252
1465,264,236,263,237
1466,244,256,249,251
1467,246,254,258,242
1468,243,257,256,244
1469,253,247,248,252
1470,241,259,247,253
1471,245,255,255,245
1472,248,252,233,267
1473,249,251,249,251
1474,243,257,260,240
1475,247,253,250,250
1476,243,257,253,247
1477,226,274,245,255
1478,256,244,267,233
1479,248,252,245,255
1480,251,249,234,266
1481,259,241,233,267
1482,262,238,250,250
1483,247,253,237,263
1484,246,254,249,251
1485,242,258,240,260
1486,256,244,234,266
1487,247,253,254,246
1488,228,272,256,244
1489,256,244,238,262
1490,247,253,251,249
1491,254,246,248,252
1492,236,264,279,221
1493,265,235,238,262
1494,282,218,250,250
1495,256,244,262,238
1496,254,246,261,239
1497,245,255,246,254
1498,257,243,243,257
1499,256,244,238,262
1500,267,233,252,248
1501,241,259,246,254
1502,270,230,239,261
1503,284,216,232,268
1504,230,270,266,234
1505,252,248,262,238
1506,247,253,271,229
1507,238,262,260,240
1508,252,248,249,251
1509,264,236,267,233
1510,244,256,265,235
1511,235,265,238,262
1512,233,267,259,241
1513,281,219,257,243
1514,243,257,241,259
1515,247,253,246,254
1516,260,240,259,241
1517,241,259,243,257
1518,251,249,252,248
1519,249,251,249,251
1520,234,266,259,241
1521,237,263,235,265
1522,237,263,245,255
1523,239,261,249,251
1524,233,267,243,257
1525,238,262,247,253
1526,245,255,262,238
1527,256,244,253,247
1528,260,240,244,256
1529,243,257,262,238
1530,252,248,256,244
1531,262,238,251,249
1532,241,259,250,250
1533,238,262,250,250
1534,231,269,241,259
1535,243,257,252,248
1536,246,254,252,248
1537,248,252,253,247
1538,261,239,255,245
1539,255,245,245,255
1540,252,248,253,247
1541,239,261,240,260
1542,237,263,268,232
1543,265,235,237,263
1544,264,236,231,269
1545,267,233,236,264
1546,279,221,243,257
1547,245,255,245,255
1548,246,254,261,239
1549,246,254,250,250
1550,256,244,238,262
1551,241,259,249,251
1552,228,272,256,244
1553,250,250,257,243
1554,271,229,248,252
1555,246,254,244,256
1556,248,252,259,241
1557,245,255,235,265
1558,232,268,255,245
1559,236,264,251,249
1560,237,263,226,274
1561,246,254,251,249
1562,260,240,263,237
1563,264,236,238,262
1564,249,251,236,264
1565,258,242,259,241
1566,258,242,255,245
1567,253,247,260,240
1568,267,233,231,269
1569,261,239,260,240
1570,263,237,230,270
1571,252,248,246,254
1572,255,245,251,249
1573,244,256,251,249
1574,243,257,251,249
1575,236,264,247,253
1576,217,283,224,276
1577,275,225,247,253
1578,244,256,259,241
1579,266,234,230,270
1580,245,255,239,261
1581,254,246,247,253
1582,261,239,266,234
1583,246,254,241,259
1584,272,228,235,265
1585,245,255,244,256
1586,229,271,256,244
1587,244,256,247,253
1588,267,233,256,244
1589,261,239,246,254
1590,250,250,253,247
1591,227,273,260,240
1592,234,266,254,246
1593,247,253,260,240
1594,238,262,236,264
1595,233,267,266,234
1596,235,265,245,255
1597,258,242,259,241
1598,237,263,244,256
1599,245,255,252,248
1600,260,240,276,224
1601,249,251,237,263
1602,227,273,247,253
1603,240,260,256,244
1604,257,243,242,258
1605,239,261,250,250
1606,239,261,251,249
1607,239,261,248,252
1608,236,264,254,246
1609,224,276,269,231
1610,250,250,255,245
1611,248,252,258,242
1612,245,255,259,241
1613,244,256,263,237
1614,240,260,250,250
1615,255,245,273,227
1616,250,250,264,236
1617,247,253,239,261
1618,227,273,269,231
1619,254,246,264,236
1620,260,240,256,244
1621,244,256,253,247
1622,239,261,246,254
1623,261,239,237,263
1624,256,244,278,222
1625,259,241,235,265
1626,232,268,239,261
1627,248,252,242,258
1628,244,256,243,257
1629,266,234,240,260
1630,258,242,233,267
1631,251,249,258,242
1632,251,249,248,252
1633,276,224,239,261
1634,242,258,251,249
1635,261,239,254,246
1636,266,234,247,253
1637,246,254,234,266
1638,251,249,246,254
1639,236,264,256,244
1640,242,258,243,257
1641,231,269,257,243
1642,254,246,250,250
1643,241,259,242,258
1644,246,254,222,278
1645,249,251,241,259
1646,240,260,254,246
1647,233,267,250,250
1648,237,263,252,248
1649,254,246,235,265
1650,241,259,236,264
1651,274,226,240,260
1652,254,246,252,248
1653,286,214,252,248
1654,236,264,249,251
1655,248,252,259,241
1656,247,253,233,267
1657,256,244,238,262
1658,246,254,241,259
1659,253,247,236,264
1660,256,244,257,243
1661,253,247,234,266
1662,257,243,258,242
1663,244,256,243,257
1664,252,248,274,226
1665,249,251,261,239
1666,256,244,262,238
1667,254,246,258,242
1668,243,257,277,223
1669,252,248,254,246
1670,238,262,233,267
1671,249,251,248,252
1672,265,235,254,246
1673,260,240,263,237
1674,261,239,245,255
1675,239,261,242,258
1676,237,263,245,255
1677,256,244,254,246
1678,251,249,244,256
1679,243,257,238,262
1680,237,263,248,252
1681,236,264,251,249
1682,260,240,262,238
1683,263,237,247,253
1684,234,266,251,249
1685,250,250,246,254
1686,260,240,249,251
1687,244,256,240,260
1688,245,255,236,264
1689,243,257,280,220
1690,271,229,253,247
1691,264,236,266,234
1692,234,266,242,258
1693,240,260,261,239
1694,243,257,240,260
1695,251,249,259,241
1696,262,238,259,241
1697,238,262,257,243
1698,256,244,261,239
1699,258,242,235,265
1700,247,253,254,246
1701,253,247,265,235
1702,248,252,260,240
1703,251,249,247,253
1704,225,275,246,254
1705,226,274,248,252
1706,266,234,232,268
1707,235,265,252,248
1708,249,251,254,246
1709,236,264,249,251
1710,256,244,250,250
1711,240,260,239,261
1712,230,270,239,261
1713,275,225,256,244
1714,237,263,228,272
1715,239,261,246,254
1716,242,258,278,222
1717,262,238,267,233
1718,265,235,256,244
1719,231,269,250,250
1720,254,246,249,251
1721,254,246,229,271
1722,255,245,239,261
1723,249,251,244,256
1724,247,253,221,279
1725,263,237,251,249
1726,270,230,247,253
1727,261,239,242,258
1728,260,240,265,235
1729,245,255,252,248
1730,255,245,240,260
1731,230,270,239,261
1732,239,261,258,242
1733,256,244,269,231
1734,256,244,271,229
1735,260,240,267,233
1736,244,256,257,243
1737,257,243,271,229
1738,243,257,249,251
1739,250,250,242,258
1740,254,246,231,269
1741,268,232,274,226
1742,224,276,267,233
1743,261,239,267,233
1744,272,228,263,237
1745,234,266,245,255
1746,241,259,229,271
1747,225,275,246,254
1748,269,231,254,246
1749,248,252,257,243
1750,245,255,245,255
1751,252,248,242,258
1752,257,243,253,247
1753,245,255,236,264
1754,231,269,258,242
1755,243,257,252,248
1756,243,257,245,255
1757,261,239,260,240
1758,235,265,240,260
1759,263,237,266,234
1760,251,249,251,249
1761,235,265,240,260
1762,230,270,253,247
1763,249,251,264,236
1764,245,255,265,235
1765,255,245,233,267
1766,252,248,246,254
1767,261,239,257,243
1768,254,246,252,248
1769,256,244,242,258
1770,260,240,256,244
1771,250,250,255,245
1772,244,256,245,255
1773,259,241,259,241
1774,270,230,241,259
1775,242,258,260,240
1776,248,252,258,242
1777,246,254,257,243
1778,223,277,247,253
1779,260,240,246,254
1780,266,234,248,252
1781,245,255,247,253
1782,253,247,268,232
1783,242,258,254,246
1784,250,250,235,265
1785,241,259,248,252
1786,247,253,257,243
1787,238,262,250,250
1788,235,265,249,251
1789,247,253,248,252
1790,253,247,265,235
1791,263,237,240,260
1792,261,239,255,245
1793,234,266,238,262
1794,234,266,237,263
1795,248,252,235,265
1796,258,242,243,257
1797,252,248,265,235
1798,259,241,267,233
1799,251,249,242,258
1800,236,264,250,250
1801,249,251,251,249
1802,250,250,246,254
1803,246,254,244,256
1804,282,218,247,253
1805,267,233,255,245
1806,243,257,256,244
1807,250,250,232,268
1808,242,258,252,248
1809,273,227,250,250
1810,253,247,250,250
1811,253,247,248,252
1812,274,226,270,230
1813,273,227,245,255
1814,262,238,247,253
1815,266,234,237,263
1816,247,253,259,241
1817,245,255,243,257
1818,250,250,246,254
1819,242,258,244,256
1820,243,257,252,248
1821,249,251,255,245
1822,259,241,252,248
1823,256,244,247,253
1824,268,232,255,245
1825,232,268,254,246
1826,238,262,271,229
1827,283,217,258,242
1828,261,239,241,259
1829,261,239,249,251
1830,250,250,253,247
1831,266,234,262,238
1832,268,232,248,252
1833,271,229,253,247
1834,263,237,242,258
1835,238,262,242,258
1836,242,258,269,231
1837,264,236,247,253
1838,254,246,250,250
1839,255,245,230,270
1840,257,243,247,253
1841,238,262,239,261
1842,248,252,266,234
1843,253,247,254,246
1844,236,264,259,241
1845,260,240,263,237
1846,257,243,257,243
1847,258,242,242,258
1848,254,246,268,232
1849,258,242,252,248
1850,252,248,252,248
1851,224,276,240,260
1852,272,228,237,263
1853,267,233,234,266
1854,260,240,253,247
1855,257,243,237,263
1856,263,237,260,240
1857,253,247,260,240
1858,255,245,232,268
1859,246,254,222,278
1860,256,244,242,258
1861,244,256,249,251
1862,237,263,255,245
1863,249,251,253,247
1864,249,251,248,252
1865,250,250,271,229
1866,244,256,246,254
1867,267,233,248,252
1868,260,240,246,254
1869,269,231,262,238
1870,232,268,259,241
1871,258,242,253,247
1872,242,258,253,247
1873,248,252,249,251
1874,256,244,256,244
1875,228,272,258,242
1876,229,271,248,252
1877,258,242,260,240
1878,263,237,256,244
1879,265,235,235,265
1880,257,243,244,256
1881,250,250,244,256
1882,236,264,262,238
1883,257,243,260,240
1884,256,244,250,250
1885,243,257,249,251
1886,247,253,246,254
1887,270,230,248,252
1888,251,249,250,250
1889,261,239,249,251
1890,251,249,255,245
1891,263,237,237,263
1892,250,250,270,230
1893,250,250,231,269
1894,239,261,249,251
1895,263,237,252,248
1896,238,262,243,257
1897,247,253,262,238
1898,258,242,255,245
1899,245,255,267,233
1900,254,246,252,248
1901,229,271,249,251
1902,256,244,251,249
1903,253,247,261,239
1904,256,244,255,245
1905,236,264,253,247
1906,227,273,254,246
1907,259,241,266,234
1908,255,245,254,246
1909,244,256,247,253
1910,259,241,245,255
1911,253,247,250,250
1912,255,245,271,229
1913,252,248,262,238
1914,259,241,265,235
1915,245,255,265,235
1916,259,241,244,256
1917,236,264,241,259
1918,251,249,263,237
1919,248,252,263,237
1920,248,252,251,249
1921,253,247,241,259
1922,267,233,253,247
1923,245,255,243,257
1924,235,265,260,240
1925,249,251,268,232
1926,236,264,260,240
1927,261,239,269,231
1928,238,262,251,249
1929,257,243,246,254
1930,245,255,287,213
1931,246,254,241,259
1932,247,253,222,278
1933,240,260,242,258
1934,240,260,265,235
1935,252,248,261,239
1936,231,269,278,222
1937,244,256,247,253
1938,250,250,250,250
1939,246,254,249,251
1940,255,245,264,236
1941,260,240,253,247
1942,262,238,236,264
1943,250,250,261,239
1944,275,225,239,261
1945,250,250,261,239
1946,255,245,253,247
1947,215,285,265,235
1948,243,257,263,237
1949,261,239,250,250
1950,261,239,237,263
1951,257,243,261,239
1952,240,260,229,271
1953,241,259,256,244
1954,246,254,256,244
1955,256,244,251,249
1956,254,246,245,255
1957,235,265,248,252
1958,260,240,244,256
1959,244,256,245,255
1960,249,251,252,248
1961,269,231,248,252
1962,243,257,255,245
1963,263,237,259,241
1964,258,242,242,258
1965,265,235,242,258
1966,224,276,247,253
1967,231,269,252,248
1968,247,253,257,243
1969,264,236,253,247
1970,263,237,259,241
1971,247,253,242,258
1972,222,278,262,238
1973,250,250,250,250
1974,250,250,255,245
1975,251,249,255,245
1976,251,249,243,257
1977,250,250,255,245
1978,247,253,231,269
1979,246,254,252,248
1980,262,238,252,248
1981,248,252,243,257
1982,250,250,261,239
1983,229,271,264,236
1984,264,236,229,271
1985,241,259,236,264
1986,250,250,260,240
1987,249,251,268,232
1988,267,233,248,252
1989,248,252,244,256
1990,242,258,254,246
1991,235,265,236,264
1992,245,255,251,249
1993,251,249,260,240
1994,259,241,254,246
1995,251,249,250,250
1996,240,260,261,239
1997,240,260,256,244
1998,236,264,261,239
1999,233,267,262,238
2000,263,237,256,244
2001,248,252,240,260
2002,249,251,273,227
2003,234,266,246,254
2004,238,262,252,248
2005,254,246,246,254
2006,254,246,244,256
2007,256,244,229,271
2008,233,267,255,245
2009,256,244,258,242
2010,248,252,256,244
2011,244,256,258,242
2012,225,275,266,234
2013,254,246,258,242
2014,248,252,253,247
2015,252,248,256,244
2016,251,249,255,245
2017,274,226,258,242
2018,243,257,236,264
2019,258,242,256,244
2020,261,239,259,241
2021,250,250,237,263
2022,223,277,264,236
2023,255,245,254,246
2024,250,250,244,256
2025,244,256,255,245
2026,250,250,252,248
2027,278,222,255,245
2028,238,262,257,243
2029,273,227,256,244
2030,270,230,238,262
2031,249,251,234,266
2032,240,260,257,243
2033,245,255,249,251
2034,242,258,268,232
2035,260,240,236,264
2036,230,270,252,248
2037,252,248,257,243
2038,250,250,253,247
2039,246,254,224,276
2040,255,245,257,243
2041,233,267,254,246
2042,267,233,269,231
2043,251,249,254,246
2044,245,255,252,248
2045,267,233,259,241
2046,253,247,230,270
2047,226,274,232,268
2048,248,252,261,239
2049,257,243,232,268
2050,260,240,254,246
2051,250,250,269,231
2052,230,270,247,253
2053,238,262,236,264
2054,265,235,248,252
2055,254,246,210,290
2056,253,247,259,241
2057,257,243,223,277
2058,260,240,234,266
2059,248,252,254,246
2060,256,244,239,261
2061,259,241,272,228
2062,264,236,228,272
2063,234,266,241,259
2064,259,241,262,238
2065,261,239,257,243
2066,250,250,256,244
2067,243,257,252,248
2068,251,249,250,250
2069,257,243,245,255
2070,259,241,241,259
2071,244,256,263,237
2072,238,262,253,247
2073,264,236,254,246
2074,253,247,268,232
2075,250,250,244,256
2076,245,255,247,253
2077,253,247,253,247
2078,265,235,245,255
2079,262,238,253,247
2080,252,248,255,245
2081,258,242,241,259
2082,244,256,267,233
2083,235,265,258,242
2084,259,241,246,254
2085,270,230,257,243
2086,236,264,245,255
2087,263,237,252,248
2088,245,255,244,256
2089,256,244,238,262
2090,238,262,255,245
2091,248,252,254,246
2092,235,265,226,274
2093,229,271,238,262
2094,259,241,237,263
2095,235,265,218,282
2096,257,243,249,251
2097,230,270,242,258
2098,239,261,241,259
2099,267,233,246,254
2100,242,258,227,273
2101,246,254,240,260
2102,246,254,253,247
2103,261,239,270,230
2104,257,243,253,247
2105,251,249,247,253
2106,262,238,235,265
2107,250,250,238,262
2108,244,256,239,261
2109,256,244,248,252
2110,244,256,246,254
2111,255,245,254,246
2112,241,259,251,249
2113,259,241,241,259
2114,250,250,261,239
2115,262,238,259,241
2116,260,240,256,244
2117,256,244,250,250
2118,252,248,248,252
2119,234,266,254,246
2120,274,226,241,259
2121,256,244,261,239
2122,258,242,255,245
2123,264,236,233,267
2124,266,234,263,237
2125,241,259,256,244
2126,246,254,265,235
2127,248,252,243,257
2128,251,249,256,244
2129,236,264,249,251
2130,244,256,241,259
2131,253,247,266,234
2132,254,246,241,259
2133,236,264,236,264
2134,261,239,241,259
2135,250,250,269,231
2136,253,247,251,249
2137,276,224,254,246
2138,246,254,227,273
2139,259,241,261,239
2140,262,238,260,240
2141,237,263,260,240
2142,260,240,246,254
2143,269,231,263,237
2144,260,240,234,266
2145,267,233,259,241
2146,258,242,240,260
2147,253,247,267,233
2148,239,261,239,261
2149,240,260,246,254
2150,257,243,253,247
2151,268,232,262,238
2152,253,247,260,240
2153,253,247,256,244
2154,255,245,232,268
2155,265,235,244,256
2156,267,233,235,265
2157,249,251,265,235
2158,254,246,243,257
2159,234,266,248,252
2160,260,240,263,237
2161,247,253,264,236
2162,246,254,228,272
2163,261,239,242,258
2164,251,249,231,269
2165,258,242,227,273
2166,255,245,229,271
2167,247,253,229,271
2168,249,251,242,258
2169,244,256,257,243
2170,266,234,224,276
2171,250,250,252,248
2172,242,258,260,240
2173,271,229,243,257
2174,250,250,236,264
2175,268,232,264,236
2176,251,249,252,248
2177,249,251,258,242
2178,261,239,257,243
2179,242,258,262,238
2180,238,262,276,224
2181,261,239,233,267
2182,259,241,247,253
2183,262,238,245,255
2184,252,248,240,260
2185,251,249,265,235
2186,245,255,240,260
2187,246,254,243,257
2188,244,256,224,276
2189,243,257,261,239
2190,259,241,269,231
2191,258,242,243,257
2192,254,246,267,233
2193,240,260,253,247
2194,278,222,250,250
2195,259,241,257,243
2196,246,254,251,249
2197,268,232,249,251
2198,237,263,238,262
2199,246,254,256,244
2200,248,252,251,249
2201,258,242,251,249
2202,252,248,251,249
2203,270,230,235,265
2204,252,248,253,247
2205,257,243,255,245
2206,242,258,260,240
2207,250,250,250,250
2208,253,247,248,252
2209,241,259,223,277
2210,242,258,249,251
2211,253,247,260,240
2212,240,260,260,240
2213,237,263,274,226
2214,254,246,237,263
2215,239,261,234,266
2216,273,227,257,243
2217,259,241,255,245
2218,239,261,267,233
2219,234,266,248,252
2220,263,237,270,230
2221,242,258,264,236
2222,261,239,247,253
2223,237,263,246,254
2224,257,243,251,249
2225,243,257,238,262
2226,249,251,252,248
2227,245,255,238,262
2228,259,241,258,242
2229,253,247,249,251
2230,260,240,240,260
2231,255,245,249,251
2232,234,266,251,249
2233,254,246,244,256
2234,258,242,247,253
2235,253,247,259,241
2236,245,255,265,235
2237,229,271,251,249
2238,254,246,251,249
2239,262,238,285,215
2240,249,251,243,257
2241,242,258,251,249
2242,267,233,245,255
2243,256,244,234,266
2244,266,234,247,253
2245,241,259,266,234
2246,253,247,258,242
2247,249,251,245,255
2248,271,229,267,233
2249,250,250,243,257
2250,238,262,233,267
2251,241,259,261,239
2252,240,260,244,256
2253,246,254,254,246
2254,257,243,266,234
2255,250,250,259,241
2256,260,240,246,254
2257,253,247,239,261
2258,242,258,235,265
2259,254,246,234,266
2260,246,254,243,257
2261,265,235,231,269
2262,244,256,246,254
2263,243,257,261,239
2264,245,255,249,251
2265,268,232,244,256
2266,252,248,262,238
2267,235,265,244,256
2268,240,260,252,248
2269,257,243,250,250
2270,243,257,256,244
2271,270,230,237,263
2272,264,236,276,224
2273,243,257,253,247
2274,257,243,232,268
2275,228,272,257,243
2276,242,258,251,249
2277,241,259,250,250
2278,240,260,223,277
2279,243,257,254,246
2280,246,254,273,227
2281,256,244,254,246
2282,251,249,257,243
2283,226,274,243,257
2284,258,242,236,264
2285,246,254,246,254
2286,260,240,225,275
2287,237,263,254,246
2288,254,246,244,256
2289,247,253,241,259
2290,248,252,258,242
2291,257,243,247,253
2292,262,238,261,239
2293,245,255,244,256
2294,245,255,251,249
2295,259,241,232,268
2296,244,256,236,264
2297,236,264,249,251
2298,255,245,259,241
2299,245,255,245,255
2300,255,245,243,257
2301,260,240,265,235
2302,246,254,254,246
2303,256,244,250,250
2304,248,252,257,243
2305,247,253,262,238
2306,247,253,252,248
2307,252,248,242,258
2308,271,229,238,262
2309,242,258,253,247
2310,238,262,257,243
2311,221,279,255,245
2312,249,251,247,253
2313,246,254,221,279
2314,265,235,256,244
2315,249,251,249,251
2316,259,241,247,253
2317,265,235,259,241
2318,276,224,256,244
2319,240,260,231,269
2320,240,260,264,236
2321,253,247,251,249
2322,251,249,246,254
2323,255,245,267,233
2324,261,239,251,249
2325,262,238,265,235
2326,250,250,250,250
2327,253,247,234,266
2328,263,237,267,233
2329,258,242,254,246
2330,239,261,266,234
2331,268,232,260,240
2332,240,260,250,250
2333,247,253,246,254
2334,268,232,252,248
2335,251,249,258,242
2336,241,259,255,245
2337,246,254,230,270
2338,265,235,267,233
2339,251,249,244,256
2340,249,251,244,256
2341,236,264,250,250
2342,242,258,254,246
2343,248,252,244,256
2344,261,239,257,243
2345,255,245,254,246
2346,246,254,270,230
2347,245,255,237,263
2348,253,247,252,248
2349,252,248,246,254
2350,242,258,260,240
2351,257,243,246,254
2352,244,256,249,251
2353,253,247,268,232
2354,249,251,255,245
2355,247,253,229,271
2356,251,249,234,266
2357,266,234,236,264
2358,264,236,235,265
2359,257,243,238,262
2360,242,258,242,258
2361,255,245,244,256
2362,232,268,247,253
2363,261,239,246,254
2364,239,261,264,236
2365,257,243,258,242
2366,242,258,248,252
2367,256,244,275,225
2368,238,262,264,236
2369,244,256,256,244
2370,240,260,232,268
2371,255,245,251,249
2372,255,245,268,232
2373,273,227,245,255
2374,259,241,255,245
2375,256,244,250,250
2376,248,252,245,255
2377,271,229,239,261
2378,241,259,254,246
2379,249,251,241,259
2380,255,245,248,252
2381,239,261,256,244
2382,232,268,265,235
2383,256,244,249,251
2384,264,236,266,234
2385,254,246,249,251
2386,255,245,251,249
2387,275,225,248,252
2388,253,247,271,229
2389,266,234,262,238
2390,230,270,253,247
2391,254,246,271,229
2392,273,227,244,256
2393,269,231,243,257
2394,236,264,267,233
2395,254,246,243,257
2396,260,240,244,256
2397,245,255,257,243
2398,256,244,260,240
2399,244,256,241,259
2400,238,262,262,238
2401,244,256,257,243
2402,249,251,249,251
2403,263,237,254,246
2404,248,252,242,258
2405,260,240,250,250
2406,248,252,249,251
2407,252,248,242,258
2408,268,232,243,257
2409,251,249,244,256
2410,216,284,270,230
2411,251,249,258,242
2412,238,262,273,227
2413,242,258,266,234
2414,230,270,242,258
2415,247,253,248,252
2416,254,246,247,253
2417,236,264,231,269
2418,236,264,246,254
2419,258,242,253,247
2420,260,240,241,259
2421,256,244,237,263
2422,258,242,260,240
2423,259,241,252,248
2424,268,232,262,238
2425,256,244,242,258
2426,248,252,232,268
2427,244,256,247,253
2428,234,266,249,251
2429,248,252,258,242
2430,229,271,265,235
2431,239,261,262,238
2432,249,251,239,261
2433,256,244,239,261
2434,239,261,223,277
2435,261,239,232,268
2436,254,246,268,232
2437,250,250,251,249
2438,260,240,236,264
2439,240,260,259,241
2440,230,270,243,257
2441,264,236,234,266
2442,245,255,228,272
2443,264,236,242,258
2444,254,246,250,250
2445,261,239,242,258
2446,233,267,237,263
2447,256,244,241,259
2448,258,242,246,254
2449,226,274,256,244
2450,249,251,247,253
2451,256,244,255,245
2452,267,233,251,249
2453,264,236,238,262
2454,243,257,262,238
2455,248,252,262,238
2456,239,261,265,235
2457,271,229,245,255
2458,251,249,256,244
2459,254,246,256,244
2460,254,246,271,229
2461,219,281,244,256
2462,262,238,245,255
2463,235,265,269,231
2464,256,244,248,252
2465,253,247,275,225
2466,252,248,248,252
2467,268,232,254,246
2468,243,257,254,246
2469,262,238,270,230
2470,235,265,256,244
2471,263,237,239,261
2472,246,254,237,263
2473,259,241,252,248
2474,253,247,252,248
2475,237,263,249,251
2476,250,250,254,246
2477,246,254,248,252
2478,249,251,245,255
2479,244,256,246,254
2480,252,248,235,265
2481,251,249,247,253
2482,251,249,254,246
2483,244,256,240,260
2484,254,246,268,232
2485,262,238,253,247
2486,258,242,251,249
2487,260,240,240,260
2488,250,250,243,257
2489,259,241,242,258
2490,254,246,257,243
2491,236,264,261,239
2492,243,257,254,246
2493,252,248,257,243
2494,247,253,244,256
2495,251,249,241,259
2496,246,254,253,247
2497,229,271,229,271
2498,246,254,265,235
2499,261,239,232,268
2500,252,248,257,243
2501,254,246,262,238
2502,245,255,258,242
2503,256,244,248,252
2504,233,267,258,242
2505,242,258,244,256
2506,237,263,237,263
2507,250,250,247,253
2508,268,232,253,247
2509,244,256,255,245
2510,258,242,247,253
2511,256,244,268,232
2512,247,253,258,242
2513,250,250,240,260
2514,237,263,246,254
2515,245,255,235,265
2516,266,234,246,254
2517,247,253,252,248
2518,242,258,244,256
2519,270,230,251,249
2520,253,247,266,234
2521,249,251,238,262
2522,273,227,255,245
2523,253,247,233,267
2524,248,252,257,243
2525,237,263,254,246
2526,240,260,242,258
2527,263,237,245,255
2528,256,244,248,252
2529,254,246,242,258
2530,225,275,264,236
2531,253,247,233,267
2532,253,247,243,257
2533,225,275,229,271
2534,249,251,252,248
2535,253,247,234,266
2536,253,247,248,252
2537,249,251,261,239
2538,246,254,252,248
2539,239,261,244,256
2540,262,238,250,250
2541,251,249,230,270
2542,252,248,241,259
2543,247,253,235,265
2544,246,254,235,265
2545,252,248,256,244
2546,243,257,254,246
2547,258,242,261,239
2548,255,245,246,254
2549,270,230,249,251
2550,239,261,250,250
2551,240,260,260,240
2552,245,255,263,237
2553,240,260,251,249
2554,265,235,230,270
2555,261,239,246,254
2556,247,253,243,257
2557,232,268,254,246
2558,251,249,255,245
2559,244,256,249,251
2560,274,226,251,249
2561,253,247,257,243
2562,244,256,238,262
2563,260,240,257,243
2564,252,248,240,260
2565,244,256,224,276
2566,243,257,242,258
2567,265,235,250,250
2568,257,243,258,242
2569,274,226,270,230
2570,242,258,244,256
2571,249,251,260,240
2572,260,240,255,245
2573,248,252,230,270
2574,252,248,246,254
2575,265,235,276,224
2576,241,259,263,237
2577,250,250,246,254
2578,235,265,255,245
2579,250,250,247,253
2580,256,244,262,238
2581,243,257,249,251
2582,249,251,252,248
2583,247,253,262,238
2584,245,255,251,249
2585,251,249,244,256
2586,232,268,255,245
2587,257,243,260,240
2588,262,238,227,273
2589,266,234,245,255
2590,238,262,261,239
2591,257,243,249,251
2592,248,252,242,258
2593,261,239,250,250
2594,277,223,258,242
2595,252,248,269,231
2596,250,250,248,252
2597,261,239,264,236
2598,259,241,247,253
2599,239,261,250,250
2600,268,232,252,248
2601,240,260,271,229
2602,252,248,256,244
2603,267,233,253,247
2604,244,256,260,240
2605,246,254,263,237
2606,236,264,246,254
2607,248,252,240,260
2608,269,231,254,246
2609,267,233,261,239
2610,256,244,250,250
2611,242,258,259,241
